Age,Tenure,MonthlyCharges,Contract,InternetService,PaymentMethod,SupportCalls,Churn
70,39,81.54,Month-to-month,DSL,Bank transfer,9,No
38,11,86.12,Two year,Fiber optic,Electronic check,8,No
25,38,75.3,Month-to-month,Fiber optic,Electronic check,6,No
23,61,140.92,Month-to-month,Fiber optic,Electronic check,8,No
59,35,143.45,One year,No,Electronic check,3,No
44,8,104.15,Month-to-month,No,Bank transfer,0,No
43,34,46.03,Two year,No,Credit card,4,Yes
63,37,149.27,Month-to-month,Fiber optic,Electronic check,4,Yes
59,1,130.71,One year,DSL,Credit card,2,No
74,46,125.04,Two year,DSL,Bank transfer,5,No
72,50,143.09,Month-to-month,DSL,Mailed check,10,Yes
64,48,95.71,Two year,Fiber optic,Electronic check,10,No
58,43,26.43,One year,Fiber optic,Bank transfer,0,No
73,56,65.47,Month-to-month,DSL,Credit card,2,No
27,39,61.67,One year,Fiber optic,Bank transfer,1,No
77,15,39.26,Two year,DSL,Bank transfer,2,No
43,52,107.28,Month-to-month,Fiber optic,Mailed check,9,No
33,23,76.98,Two year,Fiber optic,Electronic check,5,No
52,40,133.39,One year,No,Bank transfer,5,Yes
73,50,91.46,One year,No,Bank transfer,1,No
25,31,70.52,Month-to-month,Fiber optic,Credit card,7,Yes
28,1,109.54,Two year,Fiber optic,Bank transfer,4,No
57,24,95.43,One year,Fiber optic,Electronic check,3,No
59,9,84.86,Month-to-month,Fiber optic,Electronic check,10,No
62,28,39.18,Two year,Fiber optic,Electronic check,1,No
73,17,84.8,Month-to-month,Fiber optic,Mailed check,10,Yes
65,37,75.3,Month-to-month,Fiber optic,Credit card,1,Yes
68,48,100.96,Two year,Fiber optic,Bank transfer,5,Yes
25,27,113.47,One year,Fiber optic,Electronic check,6,No
40,38,62.74,Month-to-month,Fiber optic,Mailed check,8,No
61,32,52.33,One year,Fiber optic,Credit card,5,No
68,51,39.87,Month-to-month,Fiber optic,Bank transfer,6,Yes
40,46,94.18,Month-to-month,Fiber optic,Bank transfer,10,No
54,64,38.74,Month-to-month,DSL,Electronic check,3,No
31,40,59.54,Month-to-month,No,Electronic check,3,No
71,45,109.78,Two year,DSL,Bank transfer,3,No
50,31,92.72,Two year,No,Bank transfer,10,No
23,4,52.51,Two year,Fiber optic,Electronic check,2,Yes
53,63,88.78,Month-to-month,No,Electronic check,6,Yes
34,36,143.07,Month-to-month,Fiber optic,Electronic check,9,No
46,25,29.63,One year,No,Mailed check,6,Yes
39,45,30.38,One year,DSL,Credit card,3,No
70,19,60.89,Two year,No,Electronic check,6,Yes
70,55,36.49,One year,No,Credit card,9,No
27,24,28.91,Month-to-month,Fiber optic,Bank transfer,9,Yes
38,69,66.57,Two year,DSL,Mailed check,10,Yes
43,45,144.53,Month-to-month,Fiber optic,Bank transfer,4,No
70,37,48.6,Two year,Fiber optic,Bank transfer,4,Yes
34,0,93.85,Two year,Fiber optic,Bank transfer,6,No
61,57,105.03,One year,Fiber optic,Bank transfer,3,Yes
21,26,76.33,Month-to-month,Fiber optic,Electronic check,8,No
77,4,118.45,Month-to-month,Fiber optic,Bank transfer,2,Yes
39,3,130.62,Two year,Fiber optic,Electronic check,3,No
34,29,85.91,One year,Fiber optic,Bank transfer,5,No
62,57,148.07,Month-to-month,Fiber optic,Credit card,5,No
55,30,102.86,Month-to-month,DSL,Credit card,1,No
50,26,33.61,Month-to-month,DSL,Electronic check,6,No
75,25,62.31,Month-to-month,No,Mailed check,7,No
43,11,96.6,Month-to-month,Fiber optic,Bank transfer,5,No
51,35,29.95,Month-to-month,No,Credit card,9,Yes
47,36,123.44,Month-to-month,No,Mailed check,5,No
28,22,148.47,Month-to-month,DSL,Bank transfer,1,No
37,26,35.72,Month-to-month,DSL,Electronic check,9,No
55,54,58.42,Two year,DSL,Credit card,1,No
25,67,102.83,Month-to-month,No,Credit card,1,No
63,60,72.77,Month-to-month,DSL,Electronic check,5,No
54,48,23.6,One year,Fiber optic,Electronic check,0,No
58,7,114.94,Month-to-month,DSL,Electronic check,5,No
68,34,93.0,Month-to-month,DSL,Bank transfer,9,No
47,51,40.03,Month-to-month,DSL,Credit card,0,No
66,70,104.07,Month-to-month,Fiber optic,Credit card,8,No
64,50,105.05,One year,DSL,Electronic check,0,No
32,53,144.28,Two year,DSL,Electronic check,7,Yes
34,64,35.5,Month-to-month,Fiber optic,Electronic check,9,No
44,14,77.01,One year,Fiber optic,Mailed check,5,No
23,70,68.53,Month-to-month,Fiber optic,Bank transfer,8,No
52,33,35.6,One year,Fiber optic,Mailed check,1,Yes
74,66,34.68,Month-to-month,Fiber optic,Bank transfer,1,No
67,36,28.29,One year,DSL,Electronic check,4,Yes
63,61,35.01,Month-to-month,Fiber optic,Electronic check,9,No
30,66,67.73,Month-to-month,DSL,Mailed check,4,No
67,29,40.89,Month-to-month,DSL,Bank transfer,5,No
26,40,119.91,One year,Fiber optic,Electronic check,1,No
43,25,33.9,Month-to-month,Fiber optic,Electronic check,7,Yes
75,50,127.79,Month-to-month,DSL,Electronic check,10,Yes
65,37,101.12,Month-to-month,Fiber optic,Bank transfer,0,No
27,11,35.99,Month-to-month,Fiber optic,Credit card,9,Yes
50,39,24.03,One year,Fiber optic,Bank transfer,9,Yes
79,29,65.98,Two year,Fiber optic,Credit card,1,No
45,63,38.64,Two year,DSL,Electronic check,4,No
55,13,102.46,One year,Fiber optic,Credit card,8,No
41,36,109.35,Two year,Fiber optic,Electronic check,3,No
48,32,82.91,One year,DSL,Bank transfer,8,No
50,35,60.37,One year,Fiber optic,Electronic check,6,No
29,63,58.21,One year,Fiber optic,Bank transfer,6,No
76,51,119.85,Month-to-month,Fiber optic,Electronic check,7,No
71,62,29.42,Month-to-month,Fiber optic,Mailed check,9,No
24,48,46.58,One year,DSL,Credit card,1,No
28,11,106.67,One year,DSL,Bank transfer,2,No
57,7,138.26,Month-to-month,DSL,Mailed check,5,Yes
42,30,34.66,Two year,DSL,Electronic check,2,No
60,68,107.18,Month-to-month,Fiber optic,Mailed check,8,No
20,69,138.04,One year,DSL,Bank transfer,9,No
64,10,69.01,Two year,No,Electronic check,1,No
19,9,41.93,Month-to-month,DSL,Mailed check,7,No
30,32,78.55,One year,Fiber optic,Bank transfer,6,No
63,11,111.29,Month-to-month,DSL,Bank transfer,4,No
39,3,83.08,Month-to-month,No,Bank transfer,2,No
30,6,55.25,Month-to-month,Fiber optic,Mailed check,3,Yes
72,29,102.24,Month-to-month,DSL,Bank transfer,5,No
55,38,93.99,Month-to-month,DSL,Electronic check,10,No
35,26,82.37,One year,DSL,Bank transfer,9,No
62,72,40.25,Month-to-month,No,Bank transfer,7,No
26,57,139.8,One year,DSL,Electronic check,6,Yes
48,64,83.4,One year,Fiber optic,Credit card,5,No
29,54,128.37,One year,Fiber optic,Electronic check,6,No
58,16,137.27,Month-to-month,Fiber optic,Mailed check,7,No
34,67,116.05,One year,DSL,Electronic check,9,No
32,58,111.82,One year,Fiber optic,Electronic check,7,Yes
33,70,103.87,One year,Fiber optic,Bank transfer,7,No
68,2,91.52,One year,No,Credit card,0,No
71,49,37.53,Month-to-month,Fiber optic,Credit card,0,No
30,43,132.66,Month-to-month,No,Electronic check,3,No
27,1,115.39,Two year,Fiber optic,Mailed check,0,Yes
54,63,88.05,One year,DSL,Mailed check,5,No
57,10,91.7,Month-to-month,No,Electronic check,0,Yes
69,25,77.75,One year,Fiber optic,Bank transfer,9,No
68,8,49.84,Month-to-month,DSL,Bank transfer,8,No
67,28,94.25,Two year,DSL,Electronic check,7,No
20,31,91.75,Two year,DSL,Electronic check,5,No
21,47,56.48,Month-to-month,No,Bank transfer,7,Yes
29,52,117.1,Month-to-month,DSL,Electronic check,3,No
40,63,149.01,Month-to-month,DSL,Mailed check,0,Yes
63,15,51.72,Month-to-month,DSL,Electronic check,1,No
70,39,90.09,Month-to-month,DSL,Electronic check,1,Yes
62,44,149.74,One year,Fiber optic,Bank transfer,1,No
70,68,26.91,One year,Fiber optic,Mailed check,1,No
41,38,137.77,Month-to-month,DSL,Electronic check,0,Yes
57,42,33.88,Two year,Fiber optic,Bank transfer,4,No
26,5,78.05,Month-to-month,Fiber optic,Electronic check,8,Yes
24,25,142.04,Month-to-month,Fiber optic,Electronic check,5,No
69,16,113.92,Month-to-month,Fiber optic,Bank transfer,6,Yes
43,61,61.94,Two year,Fiber optic,Credit card,7,Yes
63,6,70.82,Month-to-month,Fiber optic,Mailed check,0,No
77,59,116.61,Month-to-month,DSL,Credit card,4,No
53,68,82.2,Month-to-month,Fiber optic,Credit card,5,Yes
24,47,111.17,Month-to-month,DSL,Credit card,8,No
58,13,47.23,Month-to-month,DSL,Mailed check,6,Yes
67,10,48.25,One year,No,Electronic check,10,Yes
35,28,21.85,Two year,Fiber optic,Credit card,8,No
43,0,78.93,Two year,Fiber optic,Electronic check,2,No
56,64,128.03,One year,Fiber optic,Bank transfer,7,Yes
64,3,97.75,Month-to-month,DSL,Electronic check,1,Yes
29,55,24.02,Month-to-month,Fiber optic,Bank transfer,2,No
21,18,48.88,Month-to-month,Fiber optic,Credit card,2,No
57,22,114.37,One year,Fiber optic,Credit card,6,No
18,17,31.56,Month-to-month,Fiber optic,Mailed check,7,No
46,26,32.21,Month-to-month,Fiber optic,Credit card,3,No
36,45,100.92,Month-to-month,No,Bank transfer,6,No
45,68,30.42,Two year,Fiber optic,Bank transfer,5,No
71,31,24.89,One year,Fiber optic,Electronic check,0,No
76,38,57.72,Two year,Fiber optic,Electronic check,9,No
60,1,133.42,One year,DSL,Mailed check,6,Yes
41,25,47.93,Month-to-month,DSL,Electronic check,8,No
55,63,56.99,Two year,Fiber optic,Bank transfer,1,Yes
26,1,133.23,One year,Fiber optic,Bank transfer,0,No
79,43,56.21,Month-to-month,DSL,Bank transfer,10,No
72,14,75.86,Two year,Fiber optic,Electronic check,9,No
39,28,22.19,Month-to-month,Fiber optic,Bank transfer,7,No
19,35,58.4,Month-to-month,DSL,Electronic check,3,Yes
70,28,65.23,Two year,Fiber optic,Mailed check,4,Yes
19,36,59.8,Two year,No,Bank transfer,8,No
24,7,107.31,Two year,Fiber optic,Electronic check,5,No
18,33,52.62,One year,Fiber optic,Mailed check,10,No
28,37,86.69,Month-to-month,Fiber optic,Electronic check,1,No
74,26,74.37,One year,Fiber optic,Electronic check,2,Yes
47,72,59.97,Month-to-month,Fiber optic,Electronic check,9,Yes
28,57,21.42,Month-to-month,DSL,Electronic check,3,Yes
77,38,47.14,Month-to-month,No,Bank transfer,3,No
43,7,87.24,Two year,Fiber optic,Electronic check,9,Yes
61,1,79.25,Month-to-month,Fiber optic,Mailed check,5,No
51,42,28.77,Month-to-month,DSL,Credit card,0,No
24,45,120.69,Month-to-month,Fiber optic,Electronic check,7,No
62,3,106.04,One year,Fiber optic,Credit card,10,No
77,0,143.87,Two year,DSL,Bank transfer,4,No
78,63,37.84,Month-to-month,No,Credit card,9,No
65,66,73.79,Month-to-month,Fiber optic,Mailed check,7,No
59,1,29.54,Two year,DSL,Bank transfer,7,No
63,37,62.43,One year,DSL,Mailed check,6,No
78,40,66.67,One year,Fiber optic,Credit card,3,No
52,50,38.99,Two year,No,Bank transfer,3,No
74,24,43.97,Month-to-month,DSL,Credit card,10,Yes
42,63,67.64,Month-to-month,DSL,Bank transfer,9,No
37,49,143.3,One year,No,Bank transfer,4,No
24,57,34.77,Month-to-month,DSL,Electronic check,1,No
46,36,131.06,One year,No,Bank transfer,9,No
56,39,20.21,Month-to-month,DSL,Electronic check,8,Yes
43,68,87.11,One year,No,Mailed check,9,No
25,29,30.54,One year,Fiber optic,Electronic check,8,No
45,29,137.22,Month-to-month,No,Bank transfer,5,Yes
54,67,33.71,Month-to-month,DSL,Credit card,6,No
25,26,84.48,Month-to-month,No,Credit card,5,No
51,1,27.48,One year,No,Credit card,10,Yes
41,42,141.54,Month-to-month,No,Mailed check,0,No
54,29,35.9,One year,DSL,Electronic check,1,No
18,2,72.26,Month-to-month,Fiber optic,Electronic check,0,No
69,36,138.66,Month-to-month,Fiber optic,Credit card,0,Yes
42,39,105.7,Month-to-month,Fiber optic,Mailed check,7,No
43,63,148.74,Two year,Fiber optic,Bank transfer,5,No
24,24,66.73,One year,DSL,Mailed check,6,No
45,12,69.98,Two year,Fiber optic,Credit card,9,No
42,29,44.34,One year,Fiber optic,Electronic check,2,Yes
21,51,38.28,Month-to-month,Fiber optic,Electronic check,7,No
53,38,42.07,Month-to-month,No,Credit card,1,No
35,48,117.61,One year,Fiber optic,Bank transfer,8,No
40,6,84.36,One year,Fiber optic,Credit card,10,Yes
23,70,45.74,One year,No,Bank transfer,10,No
57,21,127.39,One year,No,Electronic check,0,No
26,63,77.62,Month-to-month,No,Bank transfer,4,No
54,42,134.2,Month-to-month,DSL,Electronic check,10,No
44,35,68.33,Month-to-month,DSL,Electronic check,9,No
64,71,114.52,Month-to-month,Fiber optic,Bank transfer,4,Yes
43,6,137.45,Month-to-month,DSL,Mailed check,2,No
58,72,108.51,Month-to-month,DSL,Electronic check,9,No
76,61,89.77,Month-to-month,DSL,Bank transfer,5,Yes
34,25,93.97,Month-to-month,Fiber optic,Bank transfer,0,Yes
25,18,97.4,Month-to-month,Fiber optic,Credit card,2,No
55,26,126.78,Month-to-month,Fiber optic,Bank transfer,0,Yes
27,55,25.63,Month-to-month,Fiber optic,Credit card,4,Yes
31,7,61.35,One year,DSL,Electronic check,5,No
64,41,146.81,Two year,DSL,Credit card,9,No
60,7,59.1,Two year,Fiber optic,Credit card,2,No
19,3,45.42,Month-to-month,DSL,Bank transfer,10,No
54,34,56.73,One year,Fiber optic,Electronic check,7,Yes
58,0,57.38,Month-to-month,Fiber optic,Mailed check,0,No
37,52,46.0,Month-to-month,Fiber optic,Electronic check,5,No
64,9,70.24,Month-to-month,Fiber optic,Bank transfer,4,No
62,63,92.27,Two year,DSL,Bank transfer,0,Yes
56,19,54.57,One year,Fiber optic,Electronic check,4,No
33,63,121.75,Two year,No,Electronic check,9,No
35,20,75.12,One year,No,Credit card,1,No
51,30,113.42,One year,No,Electronic check,9,Yes
24,16,102.02,One year,DSL,Electronic check,7,No
43,52,58.27,One year,DSL,Electronic check,7,No
79,63,47.85,Two year,Fiber optic,Mailed check,10,No
57,70,84.11,One year,No,Electronic check,6,Yes
71,38,120.19,Month-to-month,No,Mailed check,7,Yes
38,13,128.61,Two year,Fiber optic,Mailed check,0,No
63,8,25.78,Month-to-month,No,Bank transfer,0,No
63,16,59.1,One year,Fiber optic,Mailed check,3,No
29,7,51.91,Month-to-month,Fiber optic,Credit card,2,No
31,27,31.58,Month-to-month,DSL,Credit card,4,No
44,43,56.02,Month-to-month,Fiber optic,Credit card,3,No
57,55,35.1,One year,DSL,Mailed check,1,No
62,49,53.94,One year,Fiber optic,Bank transfer,7,No
78,24,103.96,Month-to-month,No,Electronic check,2,No
24,52,52.21,Month-to-month,DSL,Mailed check,4,No
57,2,45.73,Month-to-month,DSL,Credit card,7,No
77,47,88.92,Month-to-month,DSL,Credit card,8,Yes
28,67,82.52,Two year,DSL,Bank transfer,9,Yes
77,46,33.09,One year,DSL,Electronic check,10,Yes
70,60,113.53,One year,Fiber optic,Bank transfer,7,Yes
27,57,149.25,Month-to-month,Fiber optic,Electronic check,10,No
31,7,78.52,Month-to-month,DSL,Bank transfer,0,Yes
30,5,45.5,Month-to-month,DSL,Electronic check,3,No
23,54,117.77,Month-to-month,Fiber optic,Electronic check,4,No
40,47,138.47,Month-to-month,Fiber optic,Mailed check,0,No
45,2,38.93,One year,Fiber optic,Electronic check,9,No
45,13,87.55,Month-to-month,DSL,Electronic check,5,No
69,15,140.39,Month-to-month,Fiber optic,Bank transfer,10,No
45,14,80.82,Two year,No,Electronic check,5,No
29,0,110.77,Two year,DSL,Mailed check,7,No
60,56,41.85,One year,Fiber optic,Credit card,3,No
57,27,104.81,Month-to-month,Fiber optic,Bank transfer,10,Yes
47,72,98.87,Two year,Fiber optic,Bank transfer,5,Yes
57,22,47.13,Month-to-month,Fiber optic,Bank transfer,5,No
29,23,35.27,Two year,DSL,Bank transfer,1,No
66,45,102.01,Month-to-month,DSL,Bank transfer,2,No
34,37,42.58,Two year,Fiber optic,Electronic check,5,Yes
20,11,118.48,Month-to-month,Fiber optic,Mailed check,10,Yes
43,51,68.89,Month-to-month,No,Electronic check,4,No
32,26,82.45,One year,Fiber optic,Mailed check,6,No
50,69,89.66,One year,DSL,Electronic check,0,No
46,0,72.2,Month-to-month,DSL,Mailed check,6,No
75,47,52.26,Two year,No,Electronic check,7,No
43,7,29.22,Month-to-month,DSL,Mailed check,10,No
23,51,52.4,Month-to-month,Fiber optic,Credit card,9,No
49,3,51.78,Month-to-month,DSL,Credit card,4,Yes
67,20,133.31,Month-to-month,DSL,Mailed check,2,No
34,54,143.73,One year,Fiber optic,Bank transfer,0,No
37,27,47.0,Month-to-month,No,Electronic check,7,Yes
29,22,61.42,One year,No,Bank transfer,4,No
63,65,91.23,One year,Fiber optic,Electronic check,8,No
28,12,147.87,One year,Fiber optic,Bank transfer,3,No
34,3,31.13,Month-to-month,Fiber optic,Mailed check,1,Yes
23,14,142.36,Month-to-month,Fiber optic,Bank transfer,2,No
41,40,54.38,Month-to-month,DSL,Mailed check,2,No
71,37,117.76,Two year,No,Credit card,8,Yes
45,9,124.46,Month-to-month,Fiber optic,Mailed check,10,No
25,16,92.26,Month-to-month,DSL,Credit card,8,Yes
64,3,32.0,One year,Fiber optic,Electronic check,9,Yes
40,47,95.99,One year,DSL,Credit card,4,No
28,10,55.36,Two year,Fiber optic,Credit card,2,No
19,64,40.21,Month-to-month,No,Electronic check,0,No
39,34,42.28,Month-to-month,No,Bank transfer,9,No
27,39,69.13,One year,Fiber optic,Electronic check,10,No
50,44,72.51,Month-to-month,DSL,Credit card,0,Yes
44,65,101.86,One year,DSL,Credit card,5,No
58,11,95.08,Month-to-month,Fiber optic,Electronic check,5,No
35,31,84.3,One year,Fiber optic,Electronic check,9,Yes
22,37,54.95,One year,DSL,Credit card,10,No
25,67,146.09,Two year,Fiber optic,Electronic check,3,Yes
23,70,133.73,Month-to-month,Fiber optic,Bank transfer,8,No
34,26,116.61,Month-to-month,Fiber optic,Bank transfer,6,No
62,39,33.38,Two year,Fiber optic,Bank transfer,3,No
51,6,73.12,Month-to-month,No,Mailed check,6,No
40,4,31.46,One year,DSL,Electronic check,3,No
32,69,103.42,Month-to-month,No,Electronic check,0,No
28,17,116.76,Month-to-month,DSL,Bank transfer,3,No
27,26,69.79,One year,No,Mailed check,6,No
34,2,59.27,Month-to-month,Fiber optic,Bank transfer,8,No
48,39,120.2,Month-to-month,DSL,Bank transfer,3,Yes
55,42,49.07,One year,DSL,Bank transfer,5,No
76,21,71.47,Month-to-month,DSL,Credit card,8,No
77,64,63.57,Month-to-month,Fiber optic,Credit card,9,Yes
34,28,125.41,Month-to-month,No,Electronic check,0,No
63,56,120.82,One year,DSL,Electronic check,6,No
26,23,39.92,One year,No,Mailed check,2,No
67,3,42.38,Month-to-month,Fiber optic,Credit card,8,No
75,61,44.04,Two year,Fiber optic,Bank transfer,0,No
55,56,38.49,Month-to-month,DSL,Bank transfer,3,No
51,58,110.22,Two year,DSL,Credit card,2,No
41,37,127.67,Two year,DSL,Electronic check,6,No
72,18,103.76,Two year,DSL,Credit card,3,No
77,62,33.8,One year,Fiber optic,Bank transfer,4,No
61,50,47.69,Month-to-month,Fiber optic,Mailed check,7,No
23,28,57.25,Month-to-month,DSL,Mailed check,3,No
72,51,145.37,One year,No,Bank transfer,10,No
68,29,111.15,One year,DSL,Credit card,7,Yes
40,49,49.59,Two year,Fiber optic,Electronic check,1,Yes
34,72,112.57,One year,DSL,Electronic check,4,No
65,4,105.43,One year,No,Credit card,9,No
55,25,138.88,Two year,Fiber optic,Electronic check,5,No
64,20,91.08,Two year,Fiber optic,Credit card,0,No
78,14,118.34,Two year,Fiber optic,Mailed check,1,No
40,65,61.88,Month-to-month,Fiber optic,Electronic check,7,No
70,71,95.64,Month-to-month,Fiber optic,Electronic check,6,No
47,9,29.67,Month-to-month,Fiber optic,Bank transfer,5,Yes
70,65,135.65,One year,Fiber optic,Electronic check,3,Yes
33,54,69.93,Month-to-month,DSL,Credit card,4,No
69,8,124.78,Month-to-month,Fiber optic,Electronic check,0,Yes
61,71,39.12,Month-to-month,Fiber optic,Electronic check,9,Yes
46,15,34.84,One year,Fiber optic,Electronic check,1,No
74,22,91.3,Month-to-month,Fiber optic,Electronic check,1,Yes
42,62,52.23,Month-to-month,Fiber optic,Bank transfer,10,No
64,39,124.51,Month-to-month,Fiber optic,Mailed check,7,Yes
50,16,88.72,Month-to-month,DSL,Electronic check,10,No
26,25,131.13,Month-to-month,Fiber optic,Bank transfer,6,Yes
35,23,43.24,Two year,Fiber optic,Bank transfer,6,No
67,18,118.71,One year,DSL,Credit card,4,No
47,25,120.04,One year,DSL,Electronic check,4,No
70,51,136.21,One year,DSL,Electronic check,7,Yes
25,24,27.21,Month-to-month,Fiber optic,Electronic check,4,No
65,54,121.88,Month-to-month,Fiber optic,Bank transfer,7,No
73,16,44.69,Month-to-month,No,Electronic check,6,Yes
79,34,61.2,Month-to-month,DSL,Electronic check,6,No
63,13,116.38,Month-to-month,DSL,Bank transfer,1,Yes
47,52,124.34,Month-to-month,DSL,Bank transfer,6,Yes
21,26,146.0,One year,Fiber optic,Credit card,9,No
30,0,34.4,Month-to-month,DSL,Mailed check,2,Yes
58,37,20.26,Month-to-month,DSL,Electronic check,5,No
72,24,105.41,Month-to-month,No,Mailed check,8,Yes
65,1,112.17,Two year,No,Bank transfer,3,Yes
55,29,105.77,Month-to-month,No,Mailed check,9,No
71,3,88.96,Month-to-month,DSL,Credit card,7,No
37,29,85.04,One year,DSL,Bank transfer,9,Yes
38,40,45.49,Month-to-month,DSL,Mailed check,3,Yes
23,3,112.75,One year,No,Credit card,9,No
57,12,116.81,One year,No,Mailed check,4,Yes
29,4,126.25,Month-to-month,Fiber optic,Mailed check,0,No
35,11,83.78,Month-to-month,DSL,Credit card,10,No
23,59,58.56,Month-to-month,DSL,Mailed check,7,No
70,4,113.71,Month-to-month,Fiber optic,Bank transfer,6,No
30,6,105.6,Month-to-month,Fiber optic,Electronic check,8,Yes
72,57,99.76,Month-to-month,Fiber optic,Electronic check,8,No
32,12,115.68,Two year,No,Mailed check,6,Yes
22,20,104.46,Month-to-month,Fiber optic,Bank transfer,4,Yes
78,39,129.06,Month-to-month,Fiber optic,Bank transfer,1,No
35,36,118.13,Two year,No,Bank transfer,0,No
